OCORRENCIA_ANO_BAIRRO;CD_BAIRRO;NOM_BAIRRO;TOT_EQUIP_BAIRRO;FLAG_EQUIPAMENTO_BAIRRO;FLAGRANTE_BAIRRO;TOT_OPERACAO_BAIRRO;TOT_OCORR_BAIRRO;RENDI_NOM_MED_TOTAL;RENDI_NOM_MED_HOMENS;RENDI_NOM_MED_MULHERES;POP_DENSIDADE_2022;TOTAL_ALVARAS;ARE_VERDE_POR_HAB;CD_REGIONAL;NOM_REGIONAL;TOT_OCORR_REGIONAL;QTD_EQUIPAMENTOS_GMC_REGIONAL
2022;13;BOM RETIRO;2;5;1;80;80;2934.14;3603.34;2285.04;6035.79;2829;37.09;1;REGIONAL MATRIZ;71450;9
2012;56;BOQUEIRAO;54;577;39;16;1891279;1602.85;1915.23;1257.86;996.68;20496;125.05;2;REGIONAL BOQUEIRAO;3806703;3
2013;56;BOQUEIRAO;54;515;39;228;2025078;1602.85;1915.23;1257.86;996.68;20496;125.05;2;REGIONAL BOQUEIRAO;4368210;3
2014;56;BOQUEIRAO;54;515;35;731;2034140;1602.85;1915.23;1257.86;996.68;20496;125.05;2;REGIONAL BOQUEIRAO;5010832;3
2015;56;BOQUEIRAO;54;669;17;1028;2071420;1602.85;1915.23;1257.86;996.68;20496;125.05;2;REGIONAL BOQUEIRAO;5015334;3
2016;56;BOQUEIRAO;54;794;33;1122;2261952;1602.85;1915.23;1257.86;996.68;20496;125.05;2;REGIONAL BOQUEIRAO;4908960;3
2017;56;BOQUEIRAO;54;884;31;1210;2440570;1602.85;1915.23;1257.86;996.68;20496;125.05;2;REGIONAL BOQUEIRAO;4929548;3
2018;56;BOQUEIRAO;54;656;21;1115;1115;1602.85;1915.23;1257.86;996.68;20496;125.05;2;REGIONAL BOQUEIRAO;15885;3
2019;56;BOQUEIRAO;54;727;41;1282;1282;1602.85;1915.23;1257.86;996.68;20496;125.05;2;REGIONAL BOQUEIRAO;20564;3
2020;56;BOQUEIRAO;54;929;66;2547;2546;1602.85;1915.23;1257.86;996.68;20496;125.05;2;REGIONAL BOQUEIRAO;20564;3
2021;56;BOQUEIRAO;54;1217;55;2616;2616;1602.85;1915.23;1257.86;996.68;20496;125.05;2;REGIONAL BOQUEIRAO;20564;3
2022;56;BOQUEIRAO;54;840;67;2176;2176;1602.85;1915.23;1257.86;996.68;20496;125.05;2;REGIONAL BOQUEIRAO;20564;3
2012;61;BUTIATUVINHA;7;19;1;2;124744;1771.74;2153.43;1317.42;685.06;2350;661.11;5;REGIONAL SANTA FELICIDADE;3329859;3
2013;61;BUTIATUVINHA;7;26;3;25;177144;1771.74;2153.43;1317.42;685.06;2350;661.11;5;REGIONAL SANTA FELICIDADE;4104507;3
2014;61;BUTIATUVINHA;7;36;0;105;265848;1771.74;2153.43;1317.42;685.06;2350;661.11;5;REGIONAL SANTA FELICIDADE;4320030;3
2015;61;BUTIATUVINHA;7;15;2;60;120900;1771.74;2153.43;1317.42;685.06;2350;661.11;5;REGIONAL SANTA FELICIDADE;4001790;3
2016;61;BUTIATUVINHA;7;15;4;74;149184;1771.74;2153.43;1317.42;685.06;2350;661.11;5;REGIONAL SANTA FELICIDADE;3169151;3
2017;61;BUTIATUVINHA;7;15;2;92;185564;1771.74;2153.43;1317.42;685.06;2350;661.11;5;REGIONAL SANTA FELICIDADE;3041636;3
2018;61;BUTIATUVINHA;7;23;4;97;97;1771.74;2153.43;1317.42;685.06;2350;661.11;5;REGIONAL SANTA FELICIDADE;13530;3
2019;61;BUTIATUVINHA;7;6;5;93;93;1771.74;2153.43;1317.42;685.06;2350;661.11;5;REGIONAL SANTA FELICIDADE;21187;3
2020;61;BUTIATUVINHA;7;13;5;199;1;1771.74;2153.43;1317.42;685.06;2350;661.11;5;REGIONAL SANTA FELICIDADE;21187;3
2021;61;BUTIATUVINHA;7;35;2;221;221;1771.74;2153.43;1317.42;685.06;2350;661.11;5;REGIONAL SANTA FELICIDADE;21187;3
2022;61;BUTIATUVINHA;7;16;2;204;204;1771.74;2153.43;1317.42;685.06;2350;661.11;5;REGIONAL SANTA FELICIDADE;21187;3
2012;16;CABRAL;4;114;11;4;327956;4669.13;5805.9;3602.77;7180.3;4220;29.48;1;REGIONAL MATRIZ;12253080;9
2013;16;CABRAL;4;125;14;38;356301;4669.13;5805.9;3602.77;7180.3;4220;29.48;1;REGIONAL MATRIZ;15375294;9
2014;16;CABRAL;4;129;7;152;398772;4669.13;5805.9;3602.77;7180.3;4220;29.48;1;REGIONAL MATRIZ;15278204;9
2015;16;CABRAL;4;158;9;219;441285;4669.13;5805.9;3602.77;7180.3;4220;29.48;1;REGIONAL MATRIZ;15138695;9
2016;16;CABRAL;4;101;6;145;292320;4669.13;5805.9;3602.77;7180.3;4220;29.48;1;REGIONAL MATRIZ;11337984;9
2017;16;CABRAL;4;77;6;114;229938;4669.13;5805.9;3602.77;7180.3;4220;29.48;1;REGIONAL MATRIZ;13747872;9
2018;16;CABRAL;4;122;14;169;169;4669.13;5805.9;3602.77;7180.3;4220;29.48;1;REGIONAL MATRIZ;71450;9
2019;16;CABRAL;4;110;24;181;181;4669.13;5805.9;3602.77;7180.3;4220;29.48;1;REGIONAL MATRIZ;71450;9
2020;16;CABRAL;4;50;5;131;199;4669.13;5805.9;3602.77;7180.3;4220;29.48;1;REGIONAL MATRIZ;71450;9
2021;16;CABRAL;4;92;11;216;216;4669.13;5805.9;3602.77;7180.3;4220;29.48;1;REGIONAL MATRIZ;71450;9
2022;16;CABRAL;4;107;8;274;274;4669.13;5805.9;3602.77;7180.3;4220;29.48;1;REGIONAL MATRIZ;71450;9
2012;51;CACHOEIRA;6;14;2;0;68408;1172.91;1377.28;949.74;15858.07;1367;29.63;4;REGIONAL BOA VISTA;4492796;5
2013;51;CACHOEIRA;6;31;4;13;130845;1172.91;1377.28;949.74;15858.07;1367;29.63;4;REGIONAL BOA VISTA;5680685;5
2014;51;CACHOEIRA;6;15;4;30;90630;1172.91;1377.28;949.74;15858.07;1367;29.63;4;REGIONAL BOA VISTA;5022916;5
2015;51;CACHOEIRA;6;13;0;44;88660;1172.91;1377.28;949.74;15858.07;1367;29.63;4;REGIONAL BOA VISTA;5365945;5
2016;51;CACHOEIRA;6;9;3;29;58464;1172.91;1377.28;949.74;15858.07;1367;29.63;4;REGIONAL BOA VISTA;4550111;5
2017;51;CACHOEIRA;6;19;0;43;86731;1172.91;1377.28;949.74;15858.07;1367;29.63;4;REGIONAL BOA VISTA;4661287;5
2018;51;CACHOEIRA;6;31;0;62;62;1172.91;1377.28;949.74;15858.07;1367;29.63;4;REGIONAL BOA VISTA;71450;5
2019;51;CACHOEIRA;6;10;3;39;39;1172.91;1377.28;949.74;15858.07;1367;29.63;4;REGIONAL BOA VISTA;28270;5
2020;51;CACHOEIRA;6;26;4;143;131;1172.91;1377.28;949.74;15858.07;1367;29.63;4;REGIONAL BOA VISTA;28270;5
2021;51;CACHOEIRA;6;24;7;123;123;1172.91;1377.28;949.74;15858.07;1367;29.63;4;REGIONAL BOA VISTA;28270;5
2022;51;CACHOEIRA;6;24;4;109;109;1172.91;1377.28;949.74;15858.07;1367;29.63;4;REGIONAL BOA VISTA;28270;5
2012;21;CAJURU;60;435;30;12;1696116;1275.31;1483.75;1043.74;643.85;17206;131.73;3;REGIONAL CAJURU;3613552;2
2013;21;CAJURU;60;504;51;243;2270664;1275.31;1483.75;1043.74;643.85;17206;131.73;3;REGIONAL CAJURU;4160871;2
2014;21;CAJURU;60;553;58;889;2368464;1275.31;1483.75;1043.74;643.85;17206;131.73;3;REGIONAL CAJURU;4545598;2
2015;21;CAJURU;60;611;75;1242;2502630;1275.31;1483.75;1043.74;643.85;17206;131.73;3;REGIONAL CAJURU;4412850;2
2016;21;CAJURU;60;606;75;1158;2334527;1275.31;1483.75;1043.74;643.85;17206;131.73;3;REGIONAL CAJURU;4068287;2
2017;21;CAJURU;60;723;63;1151;2321567;1275.31;1483.75;1043.74;643.85;17206;131.73;3;REGIONAL CAJURU;4090476;2
2018;21;CAJURU;60;677;54;1288;1288;1275.31;1483.75;1043.74;643.85;17206;131.73;3;REGIONAL CAJURU;11313;2
2019;21;CAJURU;60;809;69;1656;1656;1275.31;1483.75;1043.74;643.85;17206;131.73;3;REGIONAL CAJURU;15885;2
2020;21;CAJURU;60;846;72;2541;143;1275.31;1483.75;1043.74;643.85;17206;131.73;3;REGIONAL CAJURU;15885;2
2021;21;CAJURU;60;863;70;2240;2240;1275.31;1483.75;1043.74;643.85;17206;131.73;3;REGIONAL CAJURU;15885;2
2022;21;CAJURU;60;636;56;1759;1759;1275.31;1483.75;1043.74;643.85;17206;131.73;3;REGIONAL CAJURU;15885;2
2012;30;CAMPINA DO SIQUEIRA;4;97;9;0;287716;3083.02;3825.3;2346.19;2708.82;3049;58.13;5;REGIONAL SANTA FELICIDADE;3329859;3
2013;30;CAMPINA DO SIQUEIRA;4;139;9;38;412665;3083.02;3825.3;2346.19;2708.82;3049;58.13;5;REGIONAL SANTA FELICIDADE;4104507;3
2014;30;CAMPINA DO SIQUEIRA;4;168;10;179;493430;3083.02;3825.3;2346.19;2708.82;3049;58.13;5;REGIONAL SANTA FELICIDADE;4320030;3
2015;30;CAMPINA DO SIQUEIRA;4;142;10;214;431210;3083.02;3825.3;2346.19;2708.82;3049;58.13;5;REGIONAL SANTA FELICIDADE;4001790;3
2016;30;CAMPINA DO SIQUEIRA;4;104;5;184;370943;3083.02;3825.3;2346.19;2708.82;3049;58.13;5;REGIONAL SANTA FELICIDADE;3169151;3
2017;30;CAMPINA DO SIQUEIRA;4;118;14;206;415502;3083.02;3825.3;2346.19;2708.82;3049;58.13;5;REGIONAL SANTA FELICIDADE;3041636;3
2018;30;CAMPINA DO SIQUEIRA;4;98;10;214;214;3083.02;3825.3;2346.19;2708.82;3049;58.13;5;REGIONAL SANTA FELICIDADE;21187;3
2019;30;CAMPINA DO SIQUEIRA;4;99;8;182;182;3083.02;3825.3;2346.19;2708.82;3049;58.13;5;REGIONAL SANTA FELICIDADE;21187;3
2020;30;CAMPINA DO SIQUEIRA;4;143;2;300;2541;3083.02;3825.3;2346.19;2708.82;3049;58.13;5;REGIONAL SANTA FELICIDADE;21187;3
2021;30;CAMPINA DO SIQUEIRA;4;117;7;272;272;3083.02;3825.3;2346.19;2708.82;3049;58.13;5;REGIONAL SANTA FELICIDADE;21187;3
2022;30;CAMPINA DO SIQUEIRA;4;66;6;281;281;3083.02;3825.3;2346.19;2708.82;3049;58.13;5;REGIONAL SANTA FELICIDADE;21187;3
2012;44;CAMPO COMPRIDO;16;148;5;3;505012;2486.19;3100.81;1865.59;722.17;6623;582.65;5;REGIONAL SANTA FELICIDADE;3329859;3
2013;44;CAMPO COMPRIDO;16;145;9;60;628056;2486.19;3100.81;1865.59;722.17;6623;582.65;5;REGIONAL SANTA FELICIDADE;4104507;3
2014;44;CAMPO COMPRIDO;16;139;14;211;588088;2486.19;3100.81;1865.59;722.17;6623;582.65;5;REGIONAL SANTA FELICIDADE;4320030;3
2015;44;CAMPO COMPRIDO;16;109;7;269;542035;2486.19;3100.81;1865.59;722.17;6623;582.65;5;REGIONAL SANTA FELICIDADE;4001790;3
2016;44;CAMPO COMPRIDO;16;94;3;196;395136;2486.19;3100.81;1865.59;722.17;6623;582.65;5;REGIONAL SANTA FELICIDADE;3169151;3
2017;44;CAMPO COMPRIDO;16;96;8;188;379196;2486.19;3100.81;1865.59;722.17;6623;582.65;5;REGIONAL SANTA FELICIDADE;3041636;3
2018;44;CAMPO COMPRIDO;16;84;4;189;189;2486.19;3100.81;1865.59;722.17;6623;582.65;5;REGIONAL SANTA FELICIDADE;71450;3
2019;44;CAMPO COMPRIDO;16;110;4;244;244;2486.19;3100.81;1865.59;722.17;6623;582.65;5;REGIONAL SANTA FELICIDADE;21187;3
2020;44;CAMPO COMPRIDO;16;85;5;504;300;2486.19;3100.81;1865.59;722.17;6623;582.65;5;REGIONAL SANTA FELICIDADE;21187;3
2021;44;CAMPO COMPRIDO;16;153;11;608;608;2486.19;3100.81;1865.59;722.17;6623;582.65;5;REGIONAL SANTA FELICIDADE;21187;3
2022;44;CAMPO COMPRIDO;16;125;3;564;564;2486.19;3100.81;1865.59;722.17;6623;582.65;5;REGIONAL SANTA FELICIDADE;21187;3
2012;71;CAMPO DE SANTANA;25;34;2;0;235403;948.02;1100.8;755.64;718.58;3080;430.51;12;REGIONAL TATUQUARA;987891;1
2013;71;CAMPO DE SANTANA;25;48;3;39;450912;948.02;1100.8;755.64;718.58;3080;430.51;12;REGIONAL TATUQUARA;192152172;1
2014;71;CAMPO DE SANTANA;25;87;2;147;374604;948.02;1100.8;755.64;718.58;3080;430.51;12;REGIONAL TATUQUARA;1407786;1
2015;71;CAMPO DE SANTANA;25;101;6;222;447330;948.02;1100.8;755.64;718.58;3080;430.51;12;REGIONAL TATUQUARA;1555580;1
2016;71;CAMPO DE SANTANA;25;95;10;244;491904;948.02;1100.8;755.64;718.58;3080;430.51;12;REGIONAL TATUQUARA;1719648;1
2017;71;CAMPO DE SANTANA;25;100;8;216;435672;948.02;1100.8;755.64;718.58;3080;430.51;12;REGIONAL TATUQUARA;1587379;1
2018;71;CAMPO DE SANTANA;25;122;8;277;277;948.02;1100.8;755.64;718.58;3080;430.51;12;REGIONAL TATUQUARA;13530;1
2019;71;CAMPO DE SANTANA;25;125;9;291;291;948.02;1100.8;755.64;718.58;3080;430.51;8;REGIONAL TATUQUARA;13530;1
2020;71;CAMPO DE SANTANA;25;190;16;704;504;948.02;1100.8;755.64;718.58;3080;430.51;8;REGIONAL TATUQUARA;13530;1
2021;71;CAMPO DE SANTANA;25;174;0;644;644;948.02;1100.8;755.64;718.58;3080;430.51;8;REGIONAL TATUQUARA;13530;1
2022;71;CAMPO DE SANTANA;25;175;13;597;597;948.02;1100.8;755.64;718.58;3080;430.51;8;REGIONAL TATUQUARA;13530;1
2012;20;CAPAO DA IMBUIA;9;88;3;5;470808;1766.95;2096.46;1427;11554.46;5651;7.75;3;REGIONAL CAJURU;3613552;2
2013;20;CAPAO DA IMBUIA;9;69;4;27;310002;1766.95;2096.46;1427;11554.46;5651;7.75;3;REGIONAL CAJURU;4160871;2
2014;20;CAPAO DA IMBUIA;9;67;6;145;364534;1766.95;2096.46;1427;11554.46;5651;7.75;3;REGIONAL CAJURU;4545598;2
2015;20;CAPAO DA IMBUIA;9;125;12;237;477555;1766.95;2096.46;1427;11554.46;5651;7.75;3;REGIONAL CAJURU;4412850;2
2016;20;CAPAO DA IMBUIA;9;138;8;204;411264;1766.95;2096.46;1427;11554.46;5651;7.75;3;REGIONAL CAJURU;4068287;2
2017;20;CAPAO DA IMBUIA;9;116;6;192;387264;1766.95;2096.46;1427;11554.46;5651;7.75;3;REGIONAL CAJURU;4090476;2
2018;20;CAPAO DA IMBUIA;9;110;1;188;188;1766.95;2096.46;1427;11554.46;5651;7.75;3;REGIONAL CAJURU;15885;2
2019;20;CAPAO DA IMBUIA;9;95;7;190;190;1766.95;2096.46;1427;11554.46;5651;7.75;3;REGIONAL CAJURU;15885;2
2020;20;CAPAO DA IMBUIA;9;183;11;467;704;1766.95;2096.46;1427;11554.46;5651;7.75;3;REGIONAL CAJURU;15885;2
2021;20;CAPAO DA IMBUIA;9;166;11;400;400;1766.95;2096.46;1427;11554.46;5651;7.75;3;REGIONAL CAJURU;15885;2
2022;20;CAPAO DA IMBUIA;9;130;14;337;337;1766.95;2096.46;1427;11554.46;5651;7.75;3;REGIONAL CAJURU;15885;2
2012;58;CAPAO RASO;24;267;44;0;929544;1583.19;1864.56;1273.1;1396.04;10065;47.5;8;REGIONAL PINHEIRINHO;2605540;2
2013;58;CAPAO RASO;24;296;37;92;1072929;1583.19;1864.56;1273.1;1396.04;10065;47.5;8;REGIONAL PINHEIRINHO;199592220;2
2014;58;CAPAO RASO;24;335;44;480;1305072;1583.19;1864.56;1273.1;1396.04;10065;47.5;8;REGIONAL PINHEIRINHO;3778264;2
2015;58;CAPAO RASO;24;401;53;668;1346018;1583.19;1864.56;1273.1;1396.04;10065;47.5;8;REGIONAL PINHEIRINHO;3814393;2
2016;58;CAPAO RASO;24;393;40;576;1161216;1583.19;1864.56;1273.1;1396.04;10065;47.5;8;REGIONAL PINHEIRINHO;2886912;2
2017;58;CAPAO RASO;24;288;33;438;883446;1583.19;1864.56;1273.1;1396.04;10065;47.5;8;REGIONAL PINHEIRINHO;2166258;2
2018;58;CAPAO RASO;24;304;45;498;498;1583.19;1864.56;1273.1;1396.04;10065;47.5;8;REGIONAL PINHEIRINHO;21187;2
2019;58;CAPAO RASO;24;239;39;520;520;1583.19;1864.56;1273.1;1396.04;10065;47.5;8;REGIONAL PINHEIRINHO;13530;2
2020;58;CAPAO RASO;24;434;62;1542;467;1583.19;1864.56;1273.1;1396.04;10065;47.5;8;REGIONAL PINHEIRINHO;13530;2
2021;58;CAPAO RASO;24;398;51;1505;1505;1583.19;1864.56;1273.1;1396.04;10065;47.5;8;REGIONAL PINHEIRINHO;13530;2
2022;58;CAPAO RASO;24;376;56;1021;1021;1583.19;1864.56;1273.1;1396.04;10065;47.5;8;REGIONAL PINHEIRINHO;13530;2
2012;47;CASCATINHA;1;0;1;0;18108;3062.88;3923.69;2143.41;60315.14;608;8.81;5;REGIONAL SANTA FELICIDADE;3329859;3
2013;47;CASCATINHA;1;0;1;3;26169;3062.88;3923.69;2143.41;60315.14;608;8.81;5;REGIONAL SANTA FELICIDADE;4104507;3
2014;47;CASCATINHA;1;7;0;19;46322;3062.88;3923.69;2143.41;60315.14;608;8.81;5;REGIONAL SANTA FELICIDADE;4320030;3
2015;47;CASCATINHA;1;5;0;24;48360;3062.88;3923.69;2143.41;60315.14;608;8.81;5;REGIONAL SANTA FELICIDADE;4001790;3
2016;47;CASCATINHA;1;21;1;25;50400;3062.88;3923.69;2143.41;60315.14;608;8.81;5;REGIONAL SANTA FELICIDADE;3169151;3
2017;47;CASCATINHA;1;5;0;21;42357;3062.88;3923.69;2143.41;60315.14;608;8.81;5;REGIONAL SANTA FELICIDADE;3041636;3
2018;47;CASCATINHA;1;4;0;12;12;3062.88;3923.69;2143.41;60315.14;608;8.81;5;REGIONAL SANTA FELICIDADE;71450;3
2019;47;CASCATINHA;1;4;0;20;20;3062.88;3923.69;2143.41;60315.14;608;8.81;5;REGIONAL SANTA FELICIDADE;21187;3
2020;47;CASCATINHA;1;7;0;41;1542;3062.88;3923.69;2143.41;60315.14;608;8.81;5;REGIONAL SANTA FELICIDADE;21187;3
2021;47;CASCATINHA;1;9;0;59;59;3062.88;3923.69;2143.41;60315.14;608;8.81;5;REGIONAL SANTA FELICIDADE;21187;3
2022;47;CASCATINHA;1;14;0;47;47;3062.88;3923.69;2143.41;60315.14;608;8.81;5;REGIONAL SANTA FELICIDADE;21187;3
2012;70;CAXIMBA;6;5;0;0;28168;896.94;1011.41;730.66;2931.27;143;115.19;12;REGIONAL TATUQUARA;987891;1
2013;70;CAXIMBA;6;12;0;7;46299;896.94;1011.41;730.66;2931.27;143;115.19;12;REGIONAL TATUQUARA;192152172;1
2014;70;CAXIMBA;6;15;0;19;46322;896.94;1011.41;730.66;2931.27;143;115.19;12;REGIONAL TATUQUARA;1407786;1
2015;70;CAXIMBA;6;18;1;23;46345;896.94;1011.41;730.66;2931.27;143;115.19;12;REGIONAL TATUQUARA;1555580;1
2016;70;CAXIMBA;6;17;0;23;46368;896.94;1011.41;730.66;2931.27;143;115.19;12;REGIONAL TATUQUARA;1719648;1
2017;70;CAXIMBA;6;15;0;44;88748;896.94;1011.41;730.66;2931.27;143;115.19;12;REGIONAL TATUQUARA;1587379;1
2018;70;CAXIMBA;6;24;0;35;35;896.94;1011.41;730.66;2931.27;143;115.19;12;REGIONAL TATUQUARA;71450;1
2019;70;CAXIMBA;6;23;0;52;52;896.94;1011.41;730.66;2931.27;143;115.19;8;REGIONAL TATUQUARA;13530;1
2020;70;CAXIMBA;6;9;0;80;41;896.94;1011.41;730.66;2931.27;143;115.19;8;REGIONAL TATUQUARA;13530;1
2021;70;CAXIMBA;6;26;0;99;99;896.94;1011.41;730.66;2931.27;143;115.19;8;REGIONAL TATUQUARA;13530;1
2022;70;CAXIMBA;6;34;1;79;79;896.94;1011.41;730.66;2931.27;143;115.19;8;REGIONAL TATUQUARA;13530;1
2012;1;CENTRO;22;1171;272;75;6786476;3089.91;3708.16;2551.36;13828.66;5652;6.51;1;REGIONAL MATRIZ;12253080;9
2013;1;CENTRO;22;1303;414;846;7731933;3089.91;3708.16;2551.36;13828.66;5652;6.51;1;REGIONAL MATRIZ;15375294;9
2014;1;CENTRO;22;1532;404;2825;7896894;3089.91;3708.16;2551.36;13828.66;5652;6.51;1;REGIONAL MATRIZ;15278204;9
2015;1;CENTRO;22;1597;285;3885;7828275;3089.91;3708.16;2551.36;13828.66;5652;6.51;1;REGIONAL MATRIZ;15138695;9
2016;1;CENTRO;22;1087;221;2796;5636736;3089.91;3708.16;2551.36;13828.66;5652;6.51;1;REGIONAL MATRIZ;11337984;9
2017;1;CENTRO;22;1441;229;3508;7075636;3089.91;3708.16;2551.36;13828.66;5652;6.51;1;REGIONAL MATRIZ;13747872;9
2018;1;CENTRO;22;1065;360;4026;4026;3089.91;3708.16;2551.36;13828.66;5652;6.51;1;REGIONAL MATRIZ;20564;9
2019;1;CENTRO;22;1535;807;9801;9801;3089.91;3708.16;2551.36;13828.66;5652;6.51;1;REGIONAL MATRIZ;71450;9
2020;1;CENTRO;22;1138;703;10615;80;3089.91;3708.16;2551.36;13828.66;5652;6.51;1;REGIONAL MATRIZ;71450;9
2021;1;CENTRO;22;916;618;10640;10640;3089.91;3708.16;2551.36;13828.66;5652;6.51;1;REGIONAL MATRIZ;71450;9
2022;1;CENTRO;22;1000;514;8078;8078;3089.91;3708.16;2551.36;13828.66;5652;6.51;1;REGIONAL MATRIZ;71450;9
2012;3;CENTRO CIVICO;4;87;10;5;348076;3979.43;4947.16;3190.38;9613.68;41184;23.05;1;REGIONAL MATRIZ;12253080;9
2013;3;CENTRO CIVICO;4;119;9;45;460977;3979.43;4947.16;3190.38;9613.68;41184;23.05;1;REGIONAL MATRIZ;15375294;9
2014;3;CENTRO CIVICO;4;102;7;177;457178;3979.43;4947.16;3190.38;9613.68;41184;23.05;1;REGIONAL MATRIZ;15278204;9
2015;3;CENTRO CIVICO;4;108;7;197;396955;3979.43;4947.16;3190.38;9613.68;41184;23.05;1;REGIONAL MATRIZ;15138695;9
2016;3;CENTRO CIVICO;4;70;8;160;322560;3979.43;4947.16;3190.38;9613.68;41184;23.05;1;REGIONAL MATRIZ;11337984;9
2017;3;CENTRO CIVICO;4;102;8;209;421553;3979.43;4947.16;3190.38;9613.68;41184;23.05;1;REGIONAL MATRIZ;13747872;9
2018;3;CENTRO CIVICO;4;95;9;285;285;3979.43;4947.16;3190.38;9613.68;41184;23.05;1;REGIONAL MATRIZ;71450;9
2019;3;CENTRO CIVICO;4;99;15;452;452;3979.43;4947.16;3190.38;9613.68;41184;23.05;1;REGIONAL MATRIZ;71450;9
2020;3;CENTRO CIVICO;4;110;1;818;10614;3979.43;4947.16;3190.38;9613.68;41184;23.05;1;REGIONAL MATRIZ;71450;9
2021;3;CENTRO CIVICO;4;204;17;904;904;3979.43;4947.16;3190.38;9613.68;41184;23.05;1;REGIONAL MATRIZ;71450;9
2022;3;CENTRO CIVICO;4;91;7;708;708;3979.43;4947.16;3190.38;9613.68;41184;23.05;1;REGIONAL MATRIZ;71450;9
2012;75;CIDADE INDUSTRIAL DE CURITIBA;145;477;36;58;2283620;1137.65;1330.4;923.9;58.19;29665;3620.03;11;REGIONAL CIC;2512988;5
2013;75;CIDADE INDUSTRIAL DE CURITIBA;145;558;47;313;2775927;1137.65;1330.4;923.9;58.19;29665;3620.03;11;REGIONAL CIC;3110085;5
2014;75;CIDADE INDUSTRIAL DE CURITIBA;145;695;71;1259;3518458;1137.65;1330.4;923.9;58.19;29665;3620.03;11;REGIONAL CIC;3816530;5
2015;75;CIDADE INDUSTRIAL DE CURITIBA;145;834;86;1866;3759989;1137.65;1330.4;923.9;58.19;29665;3620.03;11;REGIONAL CIC;4052164;5
2016;75;CIDADE INDUSTRIAL DE CURITIBA;145;640;71;1366;2753856;1137.65;1330.4;923.9;58.19;29665;3620.03;11;REGIONAL CIC;11768921;5
2017;75;CIDADE INDUSTRIAL DE CURITIBA;145;782;66;1497;3019449;1137.65;1330.4;923.9;58.19;29665;3620.03;11;REGIONAL CIC;3461172;5
