OCORRENCIA_ANO_BAIRRO;CD_BAIRRO;NOM_BAIRRO;TOT_EQUIP_BAIRRO;FLAG_EQUIPAMENTO_BAIRRO;FLAGRANTE_BAIRRO;TOT_OPERACAO_BAIRRO;TOT_OCORR_BAIRRO;RENDI_NOM_MED_TOTAL;RENDI_NOM_MED_HOMENS;RENDI_NOM_MED_MULHERES;POP_DENSIDADE_2022;TOTAL_ALVARAS;ARE_VERDE_POR_HAB;CD_REGIONAL;NOM_REGIONAL;TOT_OCORR_REGIONAL;QTD_EQUIPAMENTOS_GMC_REGIONAL
2018;75;CIDADE INDUSTRIAL DE CURITIBA;145;797;64;1726;1726;1137.65;1330.4;923.9;58.19;29665;3620.03;11;REGIONAL CIC;21187;5
2019;75;CIDADE INDUSTRIAL DE CURITIBA;145;712;60;1609;1609;1137.65;1330.4;923.9;58.19;29665;3620.03;11;REGIONAL CIC;12058;5
2020;75;CIDADE INDUSTRIAL DE CURITIBA;145;710;14;3688;1;1137.65;1330.4;923.9;58.19;29665;3620.03;11;REGIONAL CIC;12058;5
2021;75;CIDADE INDUSTRIAL DE CURITIBA;145;1272;222;4581;4581;1137.65;1330.4;923.9;58.19;29665;3620.03;11;REGIONAL CIC;12058;5
2022;75;CIDADE INDUSTRIAL DE CURITIBA;145;825;179;3559;3559;1137.65;1330.4;923.9;58.19;29665;3620.03;11;REGIONAL CIC;12058;5
2012;6;CRISTO REI;3;3;0;0;211260;3711.95;4523.23;2962.76;7608.97;4709;21.06;1;REGIONAL MATRIZ;12253080;9
2013;6;CRISTO REI;3;21;11;30;265716;3711.95;4523.23;2962.76;7608.97;4709;21.06;1;REGIONAL MATRIZ;15375294;9
2014;6;CRISTO REI;3;21;4;71;189316;3711.95;4523.23;2962.76;7608.97;4709;21.06;1;REGIONAL MATRIZ;15278204;9
2015;6;CRISTO REI;3;48;6;108;217620;3711.95;4523.23;2962.76;7608.97;4709;21.06;1;REGIONAL MATRIZ;15138695;9
2016;6;CRISTO REI;3;45;5;92;185472;3711.95;4523.23;2962.76;7608.97;4709;21.06;1;REGIONAL MATRIZ;11337984;9
2017;6;CRISTO REI;3;7;1;57;114969;3711.95;4523.23;2962.76;7608.97;4709;21.06;1;REGIONAL MATRIZ;13747872;9
2018;6;CRISTO REI;3;11;3;73;73;3711.95;4523.23;2962.76;7608.97;4709;21.06;1;REGIONAL MATRIZ;20564;9
2019;6;CRISTO REI;3;34;3;131;131;3711.95;4523.23;2962.76;7608.97;4709;21.06;1;REGIONAL MATRIZ;71450;9
2020;6;CRISTO REI;3;28;95;213;818;3711.95;4523.23;2962.76;7608.97;4709;21.06;1;REGIONAL MATRIZ;71450;9
2021;6;CRISTO REI;3;35;8;261;261;3711.95;4523.23;2962.76;7608.97;4709;21.06;1;REGIONAL MATRIZ;71450;9
2022;6;CRISTO REI;3;25;4;156;156;3711.95;4523.23;2962.76;7608.97;4709;21.06;1;REGIONAL MATRIZ;71450;9
2012;39;FANNY;4;9;2;1;100600;1844.16;2163.11;1501.26;7112.38;3139;10.61;8;REGIONAL PINHEIRINHO;2605540;2
2013;39;FANNY;4;8;3;24;150975;1844.16;2163.11;1501.26;7112.38;3139;10.61;8;REGIONAL PINHEIRINHO;199592220;2
2014;39;FANNY;4;4;6;75;193344;1844.16;2163.11;1501.26;7112.38;3139;10.61;8;REGIONAL PINHEIRINHO;3778264;2
2015;39;FANNY;4;16;4;95;191425;1844.16;2163.11;1501.26;7112.38;3139;10.61;8;REGIONAL PINHEIRINHO;3814393;2
2016;39;FANNY;4;21;5;71;143136;1844.16;2163.11;1501.26;7112.38;3139;10.61;8;REGIONAL PINHEIRINHO;2886912;2
2017;39;FANNY;4;3;1;45;90765;1844.16;2163.11;1501.26;7112.38;3139;10.61;8;REGIONAL PINHEIRINHO;2166258;2
2018;39;FANNY;4;10;4;66;66;1844.16;2163.11;1501.26;7112.38;3139;10.61;8;REGIONAL PINHEIRINHO;28270;2
2019;39;FANNY;4;22;4;71;71;1844.16;2163.11;1501.26;7112.38;3139;10.61;7;REGIONAL PINHEIRINHO;26789;2
2020;39;FANNY;4;34;12;198;3688;1844.16;2163.11;1501.26;7112.38;3139;10.61;7;REGIONAL PINHEIRINHO;26789;2
2021;39;FANNY;4;45;6;166;166;1844.16;2163.11;1501.26;7112.38;3139;10.61;7;REGIONAL PINHEIRINHO;26789;2
2022;39;FANNY;4;41;12;163;163;1844.16;2163.11;1501.26;7112.38;3139;10.61;7;REGIONAL PINHEIRINHO;26789;2
2012;42;FAZENDINHA;21;396;21;3;1014048;1379.68;1614.03;1119.5;2441.67;6533;47.23;7;REGIONAL PORTAO;3408328;5
2013;42;FAZENDINHA;21;367;29;103;998448;1379.68;1614.03;1119.5;2441.67;6533;47.23;7;REGIONAL PORTAO;4255482;5
2014;42;FAZENDINHA;21;402;44;472;1214442;1379.68;1614.03;1119.5;2441.67;6533;47.23;7;REGIONAL PORTAO;4382464;5
2015;42;FAZENDINHA;21;316;50;563;1134444;1379.68;1614.03;1119.5;2441.67;6533;47.23;7;REGIONAL PORTAO;4654649;5
2016;42;FAZENDINHA;21;280;37;444;895104;1379.68;1614.03;1119.5;2441.67;6533;47.23;7;REGIONAL PORTAO;4048128;5
2017;42;FAZENDINHA;21;299;27;423;853191;1379.68;1614.03;1119.5;2441.67;6533;47.23;7;REGIONAL PORTAO;3654804;5
2018;42;FAZENDINHA;21;255;21;407;407;1379.68;1614.03;1119.5;2441.67;6533;47.23;7;REGIONAL PORTAO;71450;5
2019;42;FAZENDINHA;21;319;21;515;515;1379.68;1614.03;1119.5;2441.67;6533;47.23;7;REGIONAL PORTAO;26789;5
2020;42;FAZENDINHA;21;363;12;778;213;1379.68;1614.03;1119.5;2441.67;6533;47.23;7;REGIONAL PORTAO;26789;5
2021;42;FAZENDINHA;21;470;15;880;880;1379.68;1614.03;1119.5;2441.67;6533;47.23;7;REGIONAL PORTAO;26789;5
2022;42;FAZENDINHA;21;240;18;564;564;1379.68;1614.03;1119.5;2441.67;6533;47.23;7;REGIONAL PORTAO;26789;5
2012;72;GANCHINHO;9;13;0;0;100600;949.09;1108.38;746.55;1377.82;1108;317.34;10;REGIONAL BAIRRO NOVO;2748392;3
2013;72;GANCHINHO;9;16;2;19;177144;949.09;1108.38;746.55;1377.82;1108;317.34;10;REGIONAL BAIRRO NOVO;3063786;3
2014;72;GANCHINHO;9;22;1;79;193344;949.09;1108.38;746.55;1377.82;1108;317.34;10;REGIONAL BAIRRO NOVO;3309002;3
2015;72;GANCHINHO;9;35;9;126;253890;949.09;1108.38;746.55;1377.82;1108;317.34;10;REGIONAL BAIRRO NOVO;3435575;3
2016;72;GANCHINHO;9;47;5;116;233856;949.09;1108.38;746.55;1377.82;1108;317.34;10;REGIONAL BAIRRO NOVO;3439295;3
2017;72;GANCHINHO;9;40;4;91;183547;949.09;1108.38;746.55;1377.82;1108;317.34;10;REGIONAL BAIRRO NOVO;3255438;3
2018;72;GANCHINHO;9;43;6;100;100;949.09;1108.38;746.55;1377.82;1108;317.34;10;REGIONAL BAIRRO NOVO;15885;3
2019;72;GANCHINHO;9;64;8;141;141;949.09;1108.38;746.55;1377.82;1108;317.34;10;REGIONAL BAIRRO NOVO;11313;3
2020;72;GANCHINHO;9;83;26;316;198;949.09;1108.38;746.55;1377.82;1108;317.34;10;REGIONAL BAIRRO NOVO;11313;3
2021;72;GANCHINHO;9;39;24;307;307;949.09;1108.38;746.55;1377.82;1108;317.34;10;REGIONAL BAIRRO NOVO;11313;3
2022;72;GANCHINHO;9;45;15;198;198;949.09;1108.38;746.55;1377.82;1108;317.34;10;REGIONAL BAIRRO NOVO;11313;3
2012;23;GUABIROTUBA;4;15;3;5;344052;2488.2;3049.94;1866.58;18933.21;3648;7;3;REGIONAL CAJURU;3613552;2
2013;23;GUABIROTUBA;4;20;8;32;386496;2488.2;3049.94;1866.58;18933.21;3648;7;3;REGIONAL CAJURU;4160871;2
2014;23;GUABIROTUBA;4;11;4;235;632396;2488.2;3049.94;1866.58;18933.21;3648;7;3;REGIONAL CAJURU;4545598;2
2015;23;GUABIROTUBA;4;18;3;208;419120;2488.2;3049.94;1866.58;18933.21;3648;7;3;REGIONAL CAJURU;4412850;2
2016;23;GUABIROTUBA;4;26;1;146;294336;2488.2;3049.94;1866.58;18933.21;3648;7;3;REGIONAL CAJURU;4068287;2
2017;23;GUABIROTUBA;4;33;4;154;310618;2488.2;3049.94;1866.58;18933.21;3648;7;3;REGIONAL CAJURU;4090476;2
2018;23;GUABIROTUBA;4;30;2;121;121;2488.2;3049.94;1866.58;18933.21;3648;7;3;REGIONAL CAJURU;71450;2
2019;23;GUABIROTUBA;4;37;3;130;130;2488.2;3049.94;1866.58;18933.21;3648;7;3;REGIONAL CAJURU;15885;2
2020;23;GUABIROTUBA;4;46;21;620;778;2488.2;3049.94;1866.58;18933.21;3648;7;3;REGIONAL CAJURU;15885;2
2021;23;GUABIROTUBA;4;51;10;412;412;2488.2;3049.94;1866.58;18933.21;3648;7;3;REGIONAL CAJURU;15885;2
2022;23;GUABIROTUBA;4;41;3;300;300;2488.2;3049.94;1866.58;18933.21;3648;7;3;REGIONAL CAJURU;15885;2
2012;26;GUAIRA;10;35;4;1;205224;1696.24;2009.47;1358.27;13181.82;3729;7.01;7;REGIONAL PORTAO;3408328;5
2013;26;GUAIRA;10;72;10;33;330132;1696.24;2009.47;1358.27;13181.82;3729;7.01;7;REGIONAL PORTAO;4255482;5
2014;26;GUAIRA;10;49;9;104;277932;1696.24;2009.47;1358.27;13181.82;3729;7.01;7;REGIONAL PORTAO;4382464;5
2015;26;GUAIRA;10;29;6;120;241800;1696.24;2009.47;1358.27;13181.82;3729;7.01;7;REGIONAL PORTAO;4654649;5
2016;26;GUAIRA;10;98;5;191;385056;1696.24;2009.47;1358.27;13181.82;3729;7.01;7;REGIONAL PORTAO;4048128;5
2017;26;GUAIRA;10;117;8;177;357009;1696.24;2009.47;1358.27;13181.82;3729;7.01;7;REGIONAL PORTAO;3654804;5
2018;26;GUAIRA;10;116;5;217;217;1696.24;2009.47;1358.27;13181.82;3729;7.01;7;REGIONAL PORTAO;26789;5
2019;26;GUAIRA;10;63;4;105;105;1696.24;2009.47;1358.27;13181.82;3729;7.01;7;REGIONAL PORTAO;26789;5
2020;26;GUAIRA;10;40;14;214;316;1696.24;2009.47;1358.27;13181.82;3729;7.01;7;REGIONAL PORTAO;26789;5
2021;26;GUAIRA;10;127;17;396;396;1696.24;2009.47;1358.27;13181.82;3729;7.01;7;REGIONAL PORTAO;26789;5
2022;26;GUAIRA;10;105;26;411;411;1696.24;2009.47;1358.27;13181.82;3729;7.01;7;REGIONAL PORTAO;26789;5
2012;38;HAUER;8;81;9;2;309848;1869.35;2009.47;1358.27;2815.04;7002;39.47;2;REGIONAL BOQUEIRAO;3806703;3
2013;38;HAUER;8;113;11;57;446886;1869.35;2219.66;1511.36;2815.04;7002;39.47;2;REGIONAL BOQUEIRAO;4368210;3
2014;38;HAUER;8;142;5;178;477318;1869.35;2219.66;1511.36;2815.04;7002;39.47;2;REGIONAL BOQUEIRAO;5010832;3
2015;38;HAUER;8;149;12;240;483600;1869.35;2219.66;1511.36;2815.04;7002;39.47;2;REGIONAL BOQUEIRAO;5015334;3
2016;38;HAUER;8;212;6;284;572544;1869.35;2219.66;1511.36;2815.04;7002;39.47;2;REGIONAL BOQUEIRAO;4908960;3
2017;38;HAUER;8;179;5;227;457859;1869.35;2219.66;1511.36;2815.04;7002;39.47;2;REGIONAL BOQUEIRAO;4929548;3
2018;38;HAUER;8;135;7;210;210;1869.35;2219.66;1511.36;2815.04;7002;39.47;2;REGIONAL BOQUEIRAO;71450;3
2019;38;HAUER;8;156;8;279;279;1869.35;2219.66;1511.36;2815.04;7002;39.47;2;REGIONAL BOQUEIRAO;20564;3
2020;38;HAUER;8;156;7;546;620;1869.35;2219.66;1511.36;2815.04;7002;39.47;2;REGIONAL BOQUEIRAO;20564;3
2021;38;HAUER;8;125;14;480;480;1869.35;2219.66;1511.36;2815.04;7002;39.47;2;REGIONAL BOQUEIRAO;20564;3
2022;38;HAUER;8;130;11;516;516;1869.35;2219.66;1511.36;2815.04;7002;39.47;2;REGIONAL BOQUEIRAO;20564;3
2012;17;HUGO LANGE;3;1;1;0;32192;4391.36;5528.35;3253.35;24726.27;2194;9.32;1;REGIONAL MATRIZ;12253080;9
2013;17;HUGO LANGE;3;0;2;8;42273;4391.36;5528.35;3253.35;24726.27;2194;9.32;1;REGIONAL MATRIZ;15375294;9
2014;17;HUGO LANGE;3;2;6;26;72504;4391.36;5528.35;3253.35;24726.27;2194;9.32;1;REGIONAL MATRIZ;15278204;9
2015;17;HUGO LANGE;3;28;2;55;110825;4391.36;5528.35;3253.35;24726.27;2194;9.32;1;REGIONAL MATRIZ;15138695;9
2016;17;HUGO LANGE;3;16;2;49;98784;4391.36;5528.35;3253.35;24726.27;2194;9.32;1;REGIONAL MATRIZ;11337984;9
2017;17;HUGO LANGE;3;17;4;31;62527;4391.36;5528.35;3253.35;24726.27;2194;9.32;1;REGIONAL MATRIZ;13747872;9
2018;17;HUGO LANGE;3;9;1;22;22;4391.36;5528.35;3253.35;24726.27;2194;9.32;1;REGIONAL MATRIZ;20564;9
2019;17;HUGO LANGE;3;0;1;20;20;4391.36;5528.35;3253.35;24726.27;2194;9.32;1;REGIONAL MATRIZ;71450;9
2020;17;HUGO LANGE;3;3;12;90;214;4391.36;5528.35;3253.35;24726.27;2194;9.32;1;REGIONAL MATRIZ;71450;9
2021;17;HUGO LANGE;3;6;3;125;125;4391.36;5528.35;3253.35;24726.27;2194;9.32;1;REGIONAL MATRIZ;71450;9
2022;17;HUGO LANGE;3;8;1;45;45;4391.36;5528.35;3253.35;24726.27;2194;9.32;1;REGIONAL MATRIZ;71450;9
2012;7;JARDIM BOTANICO;7;136;17;0;478856;2492.19;3014.8;2003.92;18575.36;2035;11.99;1;REGIONAL MATRIZ;12253080;9
2013;7;JARDIM BOTANICO;7;173;24;81;714615;2492.19;3014.8;2003.92;18575.36;2035;11.99;1;REGIONAL MATRIZ;15375294;9
2014;7;JARDIM BOTANICO;7;215;23;278;741152;2492.19;3014.8;2003.92;18575.36;2035;11.99;1;REGIONAL MATRIZ;15278204;9
2015;7;JARDIM BOTANICO;7;248;21;372;749580;2492.19;3014.8;2003.92;18575.36;2035;11.99;1;REGIONAL MATRIZ;15138695;9
2016;7;JARDIM BOTANICO;7;231;10;341;687456;2492.19;3014.8;2003.92;18575.36;2035;11.99;1;REGIONAL MATRIZ;11337984;9
2017;7;JARDIM BOTANICO;7;296;21;428;863276;2492.19;3014.8;2003.92;18575.36;2035;11.99;1;REGIONAL MATRIZ;13747872;9
2018;7;JARDIM BOTANICO;7;424;32;549;549;2492.19;3014.8;2003.92;18575.36;2035;11.99;1;REGIONAL MATRIZ;28270;9
2019;7;JARDIM BOTANICO;7;625;37;901;901;2492.19;3014.8;2003.92;18575.36;2035;11.99;1;REGIONAL MATRIZ;71450;9
2020;7;JARDIM BOTANICO;7;573;35;905;546;2492.19;3014.8;2003.92;18575.36;2035;11.99;1;REGIONAL MATRIZ;71450;9
2021;7;JARDIM BOTANICO;7;764;65;1390;1390;2492.19;3014.8;2003.92;18575.36;2035;11.99;1;REGIONAL MATRIZ;71450;9
2022;7;JARDIM BOTANICO;7;603;62;1131;1131;2492.19;3014.8;2003.92;18575.36;2035;11.99;1;REGIONAL MATRIZ;71450;9
2012;22;JARDIM DAS AMERICAS;7;32;2;0;245464;3062.9;3783.95;2256.1;5145.34;4887;25.5;3;REGIONAL CAJURU;3613552;2
2013;22;JARDIM DAS AMERICAS;7;34;4;23;301950;3062.9;3783.95;2256.1;5145.34;4887;25.5;3;REGIONAL CAJURU;4160871;2
2014;22;JARDIM DAS AMERICAS;7;15;2;91;247722;3062.9;3783.95;2256.1;5145.34;4887;25.5;3;REGIONAL CAJURU;4545598;2
2015;22;JARDIM DAS AMERICAS;7;25;4;97;195455;3062.9;3783.95;2256.1;5145.34;4887;25.5;3;REGIONAL CAJURU;4412850;2
2016;22;JARDIM DAS AMERICAS;7;13;6;75;151200;3062.9;3783.95;2256.1;5145.34;4887;25.5;3;REGIONAL CAJURU;4068287;2
2017;22;JARDIM DAS AMERICAS;7;30;4;69;139173;3062.9;3783.95;2256.1;5145.34;4887;25.5;3;REGIONAL CAJURU;4090476;2
2018;22;JARDIM DAS AMERICAS;7;27;4;109;109;3062.9;3783.95;2256.1;5145.34;4887;25.5;3;REGIONAL CAJURU;13530;2
2019;22;JARDIM DAS AMERICAS;7;21;3;128;128;3062.9;3783.95;2256.1;5145.34;4887;25.5;3;REGIONAL CAJURU;15885;2
2020;22;JARDIM DAS AMERICAS;7;25;5;367;90;3062.9;3783.95;2256.1;5145.34;4887;25.5;3;REGIONAL CAJURU;15885;2
2021;22;JARDIM DAS AMERICAS;7;16;5;324;324;3062.9;3783.95;2256.1;5145.34;4887;25.5;3;REGIONAL CAJURU;15885;2
2022;22;JARDIM DAS AMERICAS;7;13;7;305;305;3062.9;3783.95;2256.1;5145.34;4887;25.5;3;REGIONAL CAJURU;15885;2
2012;18;JARDIM SOCIAL;5;13;1;0;46276;4779.28;6180.89;3306.99;22962.76;1555;10.15;1;REGIONAL MATRIZ;12253080;9
2013;18;JARDIM SOCIAL;5;8;2;4;86559;4779.28;6180.89;3306.99;22962.76;1555;10.15;1;REGIONAL MATRIZ;15375294;9
2014;18;JARDIM SOCIAL;5;7;1;24;56392;4779.28;6180.89;3306.99;22962.76;1555;10.15;1;REGIONAL MATRIZ;15278204;9
2015;18;JARDIM SOCIAL;5;5;1;31;62465;4779.28;6180.89;3306.99;22962.76;1555;10.15;1;REGIONAL MATRIZ;15138695;9
2016;18;JARDIM SOCIAL;5;8;0;22;44352;4779.28;6180.89;3306.99;22962.76;1555;10.15;1;REGIONAL MATRIZ;11337984;9
2017;18;JARDIM SOCIAL;5;13;0;28;56476;4779.28;6180.89;3306.99;22962.76;1555;10.15;1;REGIONAL MATRIZ;13747872;9
2018;18;JARDIM SOCIAL;5;38;1;63;63;4779.28;6180.89;3306.99;22962.76;1555;10.15;1;REGIONAL MATRIZ;71450;9
2019;18;JARDIM SOCIAL;5;17;2;48;48;4779.28;6180.89;3306.99;22962.76;1555;10.15;1;REGIONAL MATRIZ;71450;9
2020;18;JARDIM SOCIAL;5;30;1;76;905;4779.28;6180.89;3306.99;22962.76;1555;10.15;1;REGIONAL MATRIZ;71450;9
2021;18;JARDIM SOCIAL;5;31;0;92;92;4779.28;6180.89;3306.99;22962.76;1555;10.15;1;REGIONAL MATRIZ;71450;9
2022;18;JARDIM SOCIAL;5;32;0;61;61;4779.28;6180.89;3306.99;22962.76;1555;10.15;1;REGIONAL MATRIZ;71450;9
2012;15;JUVEVE;4;7;3;1;92552;4445.87;5670.4;3406.86;3943.9;5705;36.37;1;REGIONAL MATRIZ;12253080;9
2013;15;JUVEVE;4;8;2;16;100650;4445.87;5670.4;3406.86;3943.9;5705;36.37;1;REGIONAL MATRIZ;15375294;9
2014;15;JUVEVE;4;5;6;31;88616;4445.87;5670.4;3406.86;3943.9;5705;36.37;1;REGIONAL MATRIZ;15278204;9
2015;15;JUVEVE;4;8;1;53;106795;4445.87;5670.4;3406.86;3943.9;5705;36.37;1;REGIONAL MATRIZ;15138695;9
2016;15;JUVEVE;4;19;0;35;70560;4445.87;5670.4;3406.86;3943.9;5705;36.37;1;REGIONAL MATRIZ;11337984;9
2017;15;JUVEVE;4;22;1;46;92782;4445.87;5670.4;3406.86;3943.9;5705;36.37;1;REGIONAL MATRIZ;13747872;9
2018;15;JUVEVE;4;32;3;60;60;4445.87;5670.4;3406.86;3943.9;5705;36.37;1;REGIONAL MATRIZ;28270;9
2019;15;JUVEVE;4;13;2;56;56;4445.87;5670.4;3406.86;3943.9;5705;36.37;1;REGIONAL MATRIZ;71450;9
2020;15;JUVEVE;4;10;2;136;367;4445.87;5670.4;3406.86;3943.9;5705;36.37;1;REGIONAL MATRIZ;71450;9
2021;15;JUVEVE;4;6;6;213;213;4445.87;5670.4;3406.86;3943.9;5705;36.37;1;REGIONAL MATRIZ;71450;9
2022;15;JUVEVE;4;9;2;119;119;4445.87;5670.4;3406.86;3943.9;5705;36.37;1;REGIONAL MATRIZ;71450;9
2012;62;LAMENHA PEQUENA;0;0;0;0;4024;1102.01;1224.72;966.33;1219.94;147;494.47;5;REGIONAL SANTA FELICIDADE;3329859;3
2013;62;LAMENHA PEQUENA;0;0;0;1;4026;1102.01;1224.72;966.33;1219.94;147;494.47;5;REGIONAL SANTA FELICIDADE;4104507;3
2014;62;LAMENHA PEQUENA;0;0;0;14;30210;1102.01;1224.72;966.33;1219.94;147;494.47;5;REGIONAL SANTA FELICIDADE;4320030;3
2015;62;LAMENHA PEQUENA;0;0;1;5;10075;1102.01;1224.72;966.33;1219.94;147;494.47;5;REGIONAL SANTA FELICIDADE;4001790;3
2016;62;LAMENHA PEQUENA;0;0;0;4;8064;1102.01;1224.72;966.33;1219.94;147;494.47;5;REGIONAL SANTA FELICIDADE;3169151;3
2017;62;LAMENHA PEQUENA;0;0;0;2;4034;1102.01;1224.72;966.33;1219.94;147;494.47;5;REGIONAL SANTA FELICIDADE;3041636;3
2018;62;LAMENHA PEQUENA;0;0;0;9;9;1102.01;1224.72;966.33;1219.94;147;494.47;5;REGIONAL SANTA FELICIDADE;26789;3
2019;62;LAMENHA PEQUENA;0;0;0;2;2;1102.01;1224.72;966.33;1219.94;147;494.47;5;REGIONAL SANTA FELICIDADE;21187;3
2020;62;LAMENHA PEQUENA;0;0;0;5;76;1102.01;1224.72;966.33;1219.94;147;494.47;5;REGIONAL SANTA FELICIDADE;21187;3
2021;62;LAMENHA PEQUENA;0;0;0;7;7;1102.01;1224.72;966.33;1219.94;147;494.47;5;REGIONAL SANTA FELICIDADE;21187;3
2022;62;LAMENHA PEQUENA;0;0;0;14;14;1102.01;1224.72;966.33;1219.94;147;494.47;5;REGIONAL SANTA FELICIDADE;21187;3
2012;40;LINDOIA;6;10;1;0;58348;1390.58;1608.88;1157.48;13446.61;1629;6.06;8;REGIONAL PINHEIRINHO;2605540;2
2013;40;LINDOIA;6;23;4;17;138897;1390.58;1608.88;1157.48;13446.61;1629;6.06;8;REGIONAL PINHEIRINHO;199592220;2
2014;40;LINDOIA;6;38;3;51;147022;1390.58;1608.88;1157.48;13446.61;1629;6.06;8;REGIONAL PINHEIRINHO;3778264;2
2015;40;LINDOIA;6;56;9;92;185380;1390.58;1608.88;1157.48;13446.61;1629;6.06;8;REGIONAL PINHEIRINHO;3814393;2
2016;40;LINDOIA;6;42;3;59;118944;1390.58;1608.88;1157.48;13446.61;1629;6.06;8;REGIONAL PINHEIRINHO;2886912;2
2017;40;LINDOIA;6;23;1;32;64544;1390.58;1608.88;1157.48;13446.61;1629;6.06;8;REGIONAL PINHEIRINHO;2166258;2
2018;40;LINDOIA;6;25;2;48;48;1390.58;1608.88;1157.48;13446.61;1629;6.06;8;REGIONAL PINHEIRINHO;28270;2
2019;40;LINDOIA;6;58;9;104;104;1390.58;1608.88;1157.48;13446.61;1629;6.06;7;REGIONAL PINHEIRINHO;26789;2
2020;40;LINDOIA;6;56;18;227;136;1390.58;1608.88;1157.48;13446.61;1629;6.06;7;REGIONAL PINHEIRINHO;26789;2
2021;40;LINDOIA;6;38;18;309;309;1390.58;1608.88;1157.48;13446.61;1629;6.06;7;REGIONAL PINHEIRINHO;26789;2
2022;40;LINDOIA;6;38;22;225;225;1390.58;1608.88;1157.48;13446.61;1629;6.06;7;REGIONAL PINHEIRINHO;26789;2
2012;12;MERCES;12;46;6;8;323932;3037.18;3715.7;2404.9;3899.72;6747;81.26;1;REGIONAL MATRIZ;12253080;9
2013;12;MERCES;12;61;6;55;501237;3037.18;3715.7;2404.9;3899.72;6747;81.26;1;REGIONAL MATRIZ;15375294;9
2014;12;MERCES;12;76;6;150;481346;3037.18;3715.7;2404.9;3899.72;6747;81.26;1;REGIONAL MATRIZ;15278204;9
2015;12;MERCES;12;83;5;205;413075;3037.18;3715.7;2404.9;3899.72;6747;81.26;1;REGIONAL MATRIZ;15138695;9
2016;12;MERCES;12;79;5;160;322560;3037.18;3715.7;2404.9;3899.72;6747;81.26;1;REGIONAL MATRIZ;11337984;9
2017;12;MERCES;12;64;2;139;280363;3037.18;3715.7;2404.9;3899.72;6747;81.26;1;REGIONAL MATRIZ;13747872;9
2018;12;MERCES;12;75;6;140;140;3037.18;3715.7;2404.9;3899.72;6747;81.26;1;REGIONAL MATRIZ;26789;9
2019;12;MERCES;12;42;9;178;178;3037.18;3715.7;2404.9;3899.72;6747;81.26;1;REGIONAL MATRIZ;71450;9
2020;12;MERCES;12;60;9;483;5;3037.18;3715.7;2404.9;3899.72;6747;81.26;1;REGIONAL MATRIZ;71450;9
