OCORRENCIA_ANO_BAIRRO;CD_BAIRRO;NOM_BAIRRO;TOT_EQUIP_BAIRRO;FLAG_EQUIPAMENTO_BAIRRO;FLAGRANTE_BAIRRO;TOT_OPERACAO_BAIRRO;TOT_OCORR_BAIRRO;RENDI_NOM_MED_TOTAL;RENDI_NOM_MED_HOMENS;RENDI_NOM_MED_MULHERES;POP_DENSIDADE_2022;TOTAL_ALVARAS;ARE_VERDE_POR_HAB;CD_REGIONAL;NOM_REGIONAL;TOT_OCORR_REGIONAL;QTD_EQUIPAMENTOS_GMC_REGIONAL
2019;60;SAO BRAZ;15;27;4;218;218;1891.37;2338.32;1401.02;4696.25;5844;32.63;5;REGIONAL SANTA FELICIDADE;21187;3
2020;60;SAO BRAZ;15;33;2;363;183;1891.37;2338.32;1401.02;4696.25;5844;32.63;5;REGIONAL SANTA FELICIDADE;21187;3
2021;60;SAO BRAZ;15;46;3;350;350;1891.37;2338.32;1401.02;4696.25;5844;32.63;5;REGIONAL SANTA FELICIDADE;21187;3
2022;60;SAO BRAZ;15;48;2;355;355;1891.37;2338.32;1401.02;4696.25;5844;32.63;5;REGIONAL SANTA FELICIDADE;21187;3
2012;2;SAO FRANCISCO;5;87;47;12;1346028;2837.3;3389.3;2355.07;29122.96;5312;5.5;1;REGIONAL MATRIZ;12253080;9
2013;2;SAO FRANCISCO;5;116;72;211;1948584;2837.3;3389.3;2355.07;29122.96;5312;5.5;1;REGIONAL MATRIZ;15375294;9
2014;2;SAO FRANCISCO;5;137;72;603;1661550;2837.3;3389.3;2355.07;29122.96;5312;5.5;1;REGIONAL MATRIZ;15278204;9
2015;2;SAO FRANCISCO;5;117;40;605;1219075;2837.3;3389.3;2355.07;29122.96;5312;5.5;1;REGIONAL MATRIZ;15138695;9
2016;2;SAO FRANCISCO;5;88;17;365;735840;2837.3;3389.3;2355.07;29122.96;5312;5.5;1;REGIONAL MATRIZ;11337984;9
2017;2;SAO FRANCISCO;5;198;48;805;1623685;2837.3;3389.3;2355.07;29122.96;5312;5.5;1;REGIONAL MATRIZ;13747872;9
2018;2;SAO FRANCISCO;5;211;61;821;821;2837.3;3389.3;2355.07;29122.96;5312;5.5;1;REGIONAL MATRIZ;28270;9
2019;2;SAO FRANCISCO;5;334;172;1785;1785;2837.3;3389.3;2355.07;29122.96;5312;5.5;1;REGIONAL MATRIZ;71450;9
2020;2;SAO FRANCISCO;5;240;117;1834;576;2837.3;3389.3;2355.07;29122.96;5312;5.5;1;REGIONAL MATRIZ;71450;9
2021;2;SAO FRANCISCO;5;272;89;1643;1643;2837.3;3389.3;2355.07;29122.96;5312;5.5;1;REGIONAL MATRIZ;71450;9
2022;2;SAO FRANCISCO;5;284;81;1343;1343;2837.3;3389.3;2355.07;29122.96;5312;5.5;1;REGIONAL MATRIZ;71450;9
2012;48;SAO JOAO;4;56;1;0;142852;2567.21;3276.16;1785.58;4083.55;682;147.68;5;REGIONAL SANTA FELICIDADE;3329859;3
2013;48;SAO JOAO;4;76;1;14;201300;2567.21;3276.16;1785.58;4083.55;682;147.68;5;REGIONAL SANTA FELICIDADE;4104507;3
2014;48;SAO JOAO;4;106;2;103;253764;2567.21;3276.16;1785.58;4083.55;682;147.68;5;REGIONAL SANTA FELICIDADE;4320030;3
2015;48;SAO JOAO;4;148;3;178;358670;2567.21;3276.16;1785.58;4083.55;682;147.68;5;REGIONAL SANTA FELICIDADE;4001790;3
2016;48;SAO JOAO;4;139;1;151;304416;2567.21;3276.16;1785.58;4083.55;682;147.68;5;REGIONAL SANTA FELICIDADE;3169151;3
2017;48;SAO JOAO;4;99;0;106;213802;2567.21;3276.16;1785.58;4083.55;682;147.68;5;REGIONAL SANTA FELICIDADE;3041636;3
2018;48;SAO JOAO;4;118;2;148;148;2567.21;3276.16;1785.58;4083.55;682;147.68;5;REGIONAL SANTA FELICIDADE;26789;3
2019;48;SAO JOAO;4;64;3;128;128;2567.21;3276.16;1785.58;4083.55;682;147.68;5;REGIONAL SANTA FELICIDADE;21187;3
2020;48;SAO JOAO;4;133;3;278;363;2567.21;3276.16;1785.58;4083.55;682;147.68;5;REGIONAL SANTA FELICIDADE;21187;3
2021;48;SAO JOAO;4;128;5;256;256;2567.21;3276.16;1785.58;4083.55;682;147.68;5;REGIONAL SANTA FELICIDADE;21187;3
2022;48;SAO JOAO;4;82;1;155;155;2567.21;3276.16;1785.58;4083.55;682;147.68;5;REGIONAL SANTA FELICIDADE;21187;3
2012;33;SAO LOURENCO;3;89;2;1;227356;3569.4;4609.19;2537.66;13130.84;2018;24.35;4;REGIONAL BOA VISTA;4492796;5
2013;33;SAO LOURENCO;3;160;4;48;396561;3569.4;4609.19;2537.66;13130.84;2018;24.35;4;REGIONAL BOA VISTA;5680685;5
2014;33;SAO LOURENCO;3;97;3;97;261820;3569.4;4609.19;2537.66;13130.84;2018;24.35;4;REGIONAL BOA VISTA;5022916;5
2015;33;SAO LOURENCO;3;139;6;164;330460;3569.4;4609.19;2537.66;13130.84;2018;24.35;4;REGIONAL BOA VISTA;5365945;5
2016;33;SAO LOURENCO;3;82;7;106;213696;3569.4;4609.19;2537.66;13130.84;2018;24.35;4;REGIONAL BOA VISTA;4550111;5
2017;33;SAO LOURENCO;3;92;4;116;233972;3569.4;4609.19;2537.66;13130.84;2018;24.35;4;REGIONAL BOA VISTA;4661287;5
2018;33;SAO LOURENCO;3;69;1;106;106;3569.4;4609.19;2537.66;13130.84;2018;24.35;4;REGIONAL BOA VISTA;21187;5
2019;33;SAO LOURENCO;3;56;4;83;83;3569.4;4609.19;2537.66;13130.84;2018;24.35;4;REGIONAL BOA VISTA;28270;5
2020;33;SAO LOURENCO;3;85;6;220;1834;3569.4;4609.19;2537.66;13130.84;2018;24.35;4;REGIONAL BOA VISTA;28270;5
2021;33;SAO LOURENCO;3;95;4;200;200;3569.4;4609.19;2537.66;13130.84;2018;24.35;4;REGIONAL BOA VISTA;28270;5
2022;33;SAO LOURENCO;3;45;1;163;163;3569.4;4609.19;2537.66;13130.84;2018;24.35;4;REGIONAL BOA VISTA;28270;5
2012;67;SAO MIGUEL;7;20;0;0;56336;854.89;990.76;675.55;636.87;98;542.48;11;REGIONAL CIC;2512988;5
2013;67;SAO MIGUEL;7;39;2;13;102663;854.89;990.76;675.55;636.87;98;542.48;11;REGIONAL CIC;3110085;5
2014;67;SAO MIGUEL;7;29;2;41;108756;854.89;990.76;675.55;636.87;98;542.48;11;REGIONAL CIC;3816530;5
2015;67;SAO MIGUEL;7;44;3;53;106795;854.89;990.76;675.55;636.87;98;542.48;11;REGIONAL CIC;4052164;5
2016;67;SAO MIGUEL;7;33;3;51;102816;854.89;990.76;675.55;636.87;98;542.48;11;REGIONAL CIC;11768921;5
2017;67;SAO MIGUEL;7;48;7;81;163377;854.89;990.76;675.55;636.87;98;542.48;11;REGIONAL CIC;3461172;5
2018;67;SAO MIGUEL;7;64;1;86;86;854.89;990.76;675.55;636.87;98;542.48;11;REGIONAL CIC;15885;5
2019;67;SAO MIGUEL;7;46;2;61;61;854.89;990.76;675.55;636.87;98;542.48;11;REGIONAL CIC;12058;5
2020;67;SAO MIGUEL;7;54;3;130;278;854.89;990.76;675.55;636.87;98;542.48;11;REGIONAL CIC;12058;5
2021;67;SAO MIGUEL;7;58;4;124;124;854.89;990.76;675.55;636.87;98;542.48;11;REGIONAL CIC;12058;5
2022;67;SAO MIGUEL;7;32;2;69;69;854.89;990.76;675.55;636.87;98;542.48;11;REGIONAL CIC;12058;5
2012;29;SEMINARIO;13;0;0;1;38228;4103.1;5220.36;3062.52;6010.85;2912;37.73;7;REGIONAL PORTAO;3408328;5
2013;29;SEMINARIO;13;1;2;14;96624;4103.1;5220.36;3062.52;6010.85;2912;37.73;7;REGIONAL PORTAO;4255482;5
2014;29;SEMINARIO;13;0;1;18;46322;4103.1;5220.36;3062.52;6010.85;2912;37.73;7;REGIONAL PORTAO;4382464;5
2015;29;SEMINARIO;13;1;1;23;46345;4103.1;5220.36;3062.52;6010.85;2912;37.73;7;REGIONAL PORTAO;4654649;5
2016;29;SEMINARIO;13;3;0;11;22176;4103.1;5220.36;3062.52;6010.85;2912;37.73;7;REGIONAL PORTAO;4048128;5
2017;29;SEMINARIO;13;1;1;23;46391;4103.1;5220.36;3062.52;6010.85;2912;37.73;7;REGIONAL PORTAO;3654804;5
2018;29;SEMINARIO;13;0;2;38;38;4103.1;5220.36;3062.52;6010.85;2912;37.73;7;REGIONAL PORTAO;71450;5
2019;29;SEMINARIO;13;3;1;61;61;4103.1;5220.36;3062.52;6010.85;2912;37.73;5;REGIONAL PORTAO;21187;5
2020;29;SEMINARIO;13;0;1;165;220;4103.1;5220.36;3062.52;6010.85;2912;37.73;5;REGIONAL PORTAO;21187;5
2021;29;SEMINARIO;13;4;2;159;159;4103.1;5220.36;3062.52;6010.85;2912;37.73;5;REGIONAL PORTAO;21187;5
2022;29;SEMINARIO;13;4;2;115;115;4103.1;5220.36;3062.52;6010.85;2912;37.73;5;REGIONAL PORTAO;21187;5
2012;65;SITIO CERCADO;93;499;55;10;2442568;1066.8;1248.21;856.36;4760.89;19118;15.4;10;REGIONAL BAIRRO NOVO;2748392;3
2013;65;SITIO CERCADO;93;566;75;261;2667225;1066.8;1248.21;856.36;4760.89;19118;15.4;10;REGIONAL BAIRRO NOVO;3063786;3
2014;65;SITIO CERCADO;93;676;64;1096;2962594;1066.8;1248.21;856.36;4760.89;19118;15.4;10;REGIONAL BAIRRO NOVO;3309002;3
2015;65;SITIO CERCADO;93;825;71;1472;2966080;1066.8;1248.21;856.36;4760.89;19118;15.4;10;REGIONAL BAIRRO NOVO;3435575;3
2016;65;SITIO CERCADO;93;864;82;1492;3007871;1066.8;1248.21;856.36;4760.89;19118;15.4;10;REGIONAL BAIRRO NOVO;3439295;3
2017;65;SITIO CERCADO;93;820;73;1430;2884310;1066.8;1248.21;856.36;4760.89;19118;15.4;10;REGIONAL BAIRRO NOVO;3255438;3
2018;65;SITIO CERCADO;93;773;72;1452;1452;1066.8;1248.21;856.36;4760.89;19118;15.4;10;REGIONAL BAIRRO NOVO;26789;3
2019;65;SITIO CERCADO;93;766;123;1602;1602;1066.8;1248.21;856.36;4760.89;19118;15.4;10;REGIONAL BAIRRO NOVO;11313;3
2020;65;SITIO CERCADO;93;1126;124;4431;130;1066.8;1248.21;856.36;4760.89;19118;15.4;10;REGIONAL BAIRRO NOVO;11313;3
2021;65;SITIO CERCADO;93;727;137;3214;3214;1066.8;1248.21;856.36;4760.89;19118;15.4;10;REGIONAL BAIRRO NOVO;11313;3
2022;65;SITIO CERCADO;93;707;100;2515;2515;1066.8;1248.21;856.36;4760.89;19118;15.4;10;REGIONAL BAIRRO NOVO;11313;3
2012;49;TABOAO;0;186;1;0;398376;1867.66;2190.87;1532.62;18073.22;662;25.98;4;REGIONAL BOA VISTA;4492796;5
2013;49;TABOAO;0;170;5;36;376431;1867.66;2190.87;1532.62;18073.22;662;25.98;4;REGIONAL BOA VISTA;5680685;5
2014;49;TABOAO;0;137;6;118;330296;1867.66;2190.87;1532.62;18073.22;662;25.98;4;REGIONAL BOA VISTA;5022916;5
2015;49;TABOAO;0;116;6;134;270010;1867.66;2190.87;1532.62;18073.22;662;25.98;4;REGIONAL BOA VISTA;5365945;5
2016;49;TABOAO;0;105;6;119;239904;1867.66;2190.87;1532.62;18073.22;662;25.98;4;REGIONAL BOA VISTA;4550111;5
2017;49;TABOAO;0;142;3;156;314652;1867.66;2190.87;1532.62;18073.22;662;25.98;4;REGIONAL BOA VISTA;4661287;5
2018;49;TABOAO;0;127;7;149;149;1867.66;2190.87;1532.62;18073.22;662;25.98;4;REGIONAL BOA VISTA;20564;5
2019;49;TABOAO;0;113;6;139;139;1867.66;2190.87;1532.62;18073.22;662;25.98;4;REGIONAL BOA VISTA;28270;5
2020;49;TABOAO;0;124;6;179;165;1867.66;2190.87;1532.62;18073.22;662;25.98;4;REGIONAL BOA VISTA;28270;5
2021;49;TABOAO;0;105;5;159;159;1867.66;2190.87;1532.62;18073.22;662;25.98;4;REGIONAL BOA VISTA;28270;5
2022;49;TABOAO;0;134;3;176;176;1867.66;2190.87;1532.62;18073.22;662;25.98;4;REGIONAL BOA VISTA;28270;5
2012;19;TARUMA;7;22;3;2;104624;2973.8;3589.32;2291.39;1097.12;292;143.06;3;REGIONAL CAJURU;3613552;2
2013;19;TARUMA;7;19;1;11;108702;2973.8;3589.32;2291.39;1097.12;292;143.06;3;REGIONAL CAJURU;4160871;2
2014;19;TARUMA;7;18;0;39;110770;2973.8;3589.32;2291.39;1097.12;292;143.06;3;REGIONAL CAJURU;4545598;2
2015;19;TARUMA;7;15;1;42;84630;2973.8;3589.32;2291.39;1097.12;292;143.06;3;REGIONAL CAJURU;4412850;2
2016;19;TARUMA;7;19;0;29;58464;2973.8;3589.32;2291.39;1097.12;292;143.06;3;REGIONAL CAJURU;4068287;2
2017;19;TARUMA;7;33;2;70;141190;2973.8;3589.32;2291.39;1097.12;292;143.06;3;REGIONAL CAJURU;4090476;2
2018;19;TARUMA;7;17;1;39;39;2973.8;3589.32;2291.39;1097.12;292;143.06;3;REGIONAL CAJURU;28270;2
2019;19;TARUMA;7;17;5;62;62;2973.8;3589.32;2291.39;1097.12;292;143.06;4;REGIONAL CAJURU;28270;2
2020;19;TARUMA;7;10;0;129;4431;2973.8;3589.32;2291.39;1097.12;292;143.06;4;REGIONAL CAJURU;28270;2
2021;19;TARUMA;7;14;2;144;144;2973.8;3589.32;2291.39;1097.12;292;143.06;4;REGIONAL CAJURU;28270;2
2022;19;TARUMA;7;45;7;263;263;2973.8;3589.32;2291.39;1097.12;292;143.06;4;REGIONAL CAJURU;28270;2
2012;74;TATUQUARA;53;161;6;7;724320;903.64;1044.13;727.67;322.24;6043;837.22;12;REGIONAL TATUQUARA;987891;1
2013;74;TATUQUARA;53;203;18;91;1272216;903.64;1044.13;727.67;322.24;6043;837.22;12;REGIONAL TATUQUARA;192152172;1
2014;74;TATUQUARA;53;248;14;368;986860;903.64;1044.13;727.67;322.24;6043;837.22;12;REGIONAL TATUQUARA;1407786;1
2015;74;TATUQUARA;53;244;12;527;1061905;903.64;1044.13;727.67;322.24;6043;837.22;12;REGIONAL TATUQUARA;1555580;1
2016;74;TATUQUARA;53;296;24;586;1181376;903.64;1044.13;727.67;322.24;6043;837.22;12;REGIONAL TATUQUARA;1719648;1
2017;74;TATUQUARA;53;292;10;527;1062959;903.64;1044.13;727.67;322.24;6043;837.22;12;REGIONAL TATUQUARA;1587379;1
2018;74;TATUQUARA;53;265;14;584;584;903.64;1044.13;727.67;322.24;6043;837.22;12;REGIONAL TATUQUARA;28270;1
2019;74;TATUQUARA;53;253;11;743;743;903.64;1044.13;727.67;322.24;6043;837.22;8;REGIONAL TATUQUARA;13530;1
2020;74;TATUQUARA;53;265;19;1618;179;903.64;1044.13;727.67;322.24;6043;837.22;8;REGIONAL TATUQUARA;13530;1
2021;74;TATUQUARA;53;547;12;1587;1587;903.64;1044.13;727.67;322.24;6043;837.22;8;REGIONAL TATUQUARA;13530;1
2022;74;TATUQUARA;53;320;32;1140;1140;903.64;1044.13;727.67;322.24;6043;837.22;8;REGIONAL TATUQUARA;13530;1
2012;54;TINGUI;5;2;0;0;76456;1902.94;2263.6;1528.2;36686.98;3220;4.04;4;REGIONAL BOA VISTA;4492796;5
2013;54;TINGUI;5;1;3;15;88572;1902.94;2263.6;1528.2;36686.98;3220;4.04;4;REGIONAL BOA VISTA;5680685;5
2014;54;TINGUI;5;7;3;37;110770;1902.94;2263.6;1528.2;36686.98;3220;4.04;4;REGIONAL BOA VISTA;5022916;5
2015;54;TINGUI;5;9;3;55;110825;1902.94;2263.6;1528.2;36686.98;3220;4.04;4;REGIONAL BOA VISTA;5365945;5
2016;54;TINGUI;5;37;1;70;141120;1902.94;2263.6;1528.2;36686.98;3220;4.04;4;REGIONAL BOA VISTA;4550111;5
2017;54;TINGUI;5;65;3;77;155309;1902.94;2263.6;1528.2;36686.98;3220;4.04;4;REGIONAL BOA VISTA;4661287;5
2018;54;TINGUI;5;91;7;130;130;1902.94;2263.6;1528.2;36686.98;3220;4.04;4;REGIONAL BOA VISTA;71450;5
2019;54;TINGUI;5;56;5;178;178;1902.94;2263.6;1528.2;36686.98;3220;4.04;4;REGIONAL BOA VISTA;28270;5
2020;54;TINGUI;5;49;8;317;129;1902.94;2263.6;1528.2;36686.98;3220;4.04;4;REGIONAL BOA VISTA;28270;5
2021;54;TINGUI;5;70;7;280;280;1902.94;2263.6;1528.2;36686.98;3220;4.04;4;REGIONAL BOA VISTA;28270;5
2022;54;TINGUI;5;90;13;390;390;1902.94;2263.6;1528.2;36686.98;3220;4.04;4;REGIONAL BOA VISTA;28270;5
2012;37;UBERABA;47;124;7;23;752488;1623.51;1926.94;1275.83;2682.69;13607;52.68;3;REGIONAL CAJURU;3613552;2
2013;37;UBERABA;47;123;7;83;783057;1623.51;1926.94;1275.83;2682.69;13607;52.68;3;REGIONAL CAJURU;4160871;2
2014;37;UBERABA;47;108;14;307;821712;1623.51;1926.94;1275.83;2682.69;13607;52.68;3;REGIONAL CAJURU;4545598;2
2015;37;UBERABA;47;142;13;364;733460;1623.51;1926.94;1275.83;2682.69;13607;52.68;3;REGIONAL CAJURU;4412850;2
2016;37;UBERABA;47;175;15;406;818496;1623.51;1926.94;1275.83;2682.69;13607;52.68;3;REGIONAL CAJURU;4068287;2
2017;37;UBERABA;47;185;13;392;790664;1623.51;1926.94;1275.83;2682.69;13607;52.68;3;REGIONAL CAJURU;4090476;2
2018;37;UBERABA;47;173;21;433;433;1623.51;1926.94;1275.83;2682.69;13607;52.68;3;REGIONAL CAJURU;21187;2
2019;37;UBERABA;47;156;21;509;509;1623.51;1926.94;1275.83;2682.69;13607;52.68;3;REGIONAL CAJURU;15885;2
2020;37;UBERABA;47;189;22;1158;1618;1623.51;1926.94;1275.83;2682.69;13607;52.68;3;REGIONAL CAJURU;15885;2
2021;37;UBERABA;47;199;32;1190;1190;1623.51;1926.94;1275.83;2682.69;13607;52.68;3;REGIONAL CAJURU;15885;2
2022;37;UBERABA;47;139;31;1035;1035;1623.51;1926.94;1275.83;2682.69;13607;52.68;3;REGIONAL CAJURU;15885;2
2012;73;UMBARA;13;23;2;0;205224;1164.04;1375.1;887.68;531.94;3061;775.95;10;REGIONAL BAIRRO NOVO;2748392;3
2013;73;UMBARA;13;22;4;24;219417;1164.04;1375.1;887.68;531.94;3061;775.95;10;REGIONAL BAIRRO NOVO;3063786;3
2014;73;UMBARA;13;14;5;62;153064;1164.04;1375.1;887.68;531.94;3061;775.95;10;REGIONAL BAIRRO NOVO;3309002;3
2015;73;UMBARA;13;32;4;107;215605;1164.04;1375.1;887.68;531.94;3061;775.95;10;REGIONAL BAIRRO NOVO;3435575;3
2016;73;UMBARA;13;40;5;98;197568;1164.04;1375.1;887.68;531.94;3061;775.95;10;REGIONAL BAIRRO NOVO;3439295;3
2017;73;UMBARA;13;40;3;93;187581;1164.04;1375.1;887.68;531.94;3061;775.95;10;REGIONAL BAIRRO NOVO;3255438;3
2018;73;UMBARA;13;46;4;115;115;1164.04;1375.1;887.68;531.94;3061;775.95;10;REGIONAL BAIRRO NOVO;71450;3
2019;73;UMBARA;13;31;6;120;120;1164.04;1375.1;887.68;531.94;3061;775.95;10;REGIONAL BAIRRO NOVO;11313;3
2020;73;UMBARA;13;29;9;338;317;1164.04;1375.1;887.68;531.94;3061;775.95;10;REGIONAL BAIRRO NOVO;11313;3
2021;73;UMBARA;13;34;8;344;344;1164.04;1375.1;887.68;531.94;3061;775.95;10;REGIONAL BAIRRO NOVO;11313;3
2022;73;UMBARA;13;20;14;251;251;1164.04;1375.1;887.68;531.94;3061;775.95;10;REGIONAL BAIRRO NOVO;11313;3
2012;28;VILA IZABEL;8;5;1;0;84504;3390.9;4223.18;2628.38;5077.87;4737;32.3;7;REGIONAL PORTAO;3408328;5
2013;28;VILA IZABEL;8;23;4;22;203313;3390.9;4223.18;2628.38;5077.87;4737;32.3;7;REGIONAL PORTAO;4255482;5
2014;28;VILA IZABEL;8;17;5;51;128896;3390.9;4223.18;2628.38;5077.87;4737;32.3;7;REGIONAL PORTAO;4382464;5
2015;28;VILA IZABEL;8;40;7;85;171275;3390.9;4223.18;2628.38;5077.87;4737;32.3;7;REGIONAL PORTAO;4654649;5
2016;28;VILA IZABEL;8;33;6;75;151200;3390.9;4223.18;2628.38;5077.87;4737;32.3;7;REGIONAL PORTAO;4048128;5
2017;28;VILA IZABEL;8;34;5;69;139173;3390.9;4223.18;2628.38;5077.87;4737;32.3;7;REGIONAL PORTAO;3654804;5
2018;28;VILA IZABEL;8;23;2;50;50;3390.9;4223.18;2628.38;5077.87;4737;32.3;7;REGIONAL PORTAO;28270;5
2019;28;VILA IZABEL;8;16;3;56;56;3390.9;4223.18;2628.38;5077.87;4737;32.3;7;REGIONAL PORTAO;26789;5
2020;28;VILA IZABEL;8;23;5;250;1158;3390.9;4223.18;2628.38;5077.87;4737;32.3;7;REGIONAL PORTAO;26789;5
2021;28;VILA IZABEL;8;46;6;360;360;3390.9;4223.18;2628.38;5077.87;4737;32.3;7;REGIONAL PORTAO;26789;5
2022;28;VILA IZABEL;8;20;7;267;267;3390.9;4223.18;2628.38;5077.87;4737;32.3;7;REGIONAL PORTAO;26789;5
2012;31;VISTA ALEGRE;6;60;3;1;181080;2898.74;3661.46;2106.51;16274.05;3016;20.45;5;REGIONAL SANTA FELICIDADE;3329859;3
2013;31;VISTA ALEGRE;6;46;3;18;179157;2898.74;3661.46;2106.51;16274.05;3016;20.45;5;REGIONAL SANTA FELICIDADE;4104507;3
2014;31;VISTA ALEGRE;6;36;1;56;145008;2898.74;3661.46;2106.51;16274.05;3016;20.45;5;REGIONAL SANTA FELICIDADE;4320030;3
2015;31;VISTA ALEGRE;6;50;2;83;167245;2898.74;3661.46;2106.51;16274.05;3016;20.45;5;REGIONAL SANTA FELICIDADE;4001790;3
2016;31;VISTA ALEGRE;6;26;0;55;110880;2898.74;3661.46;2106.51;16274.05;3016;20.45;5;REGIONAL SANTA FELICIDADE;3169151;3
2017;31;VISTA ALEGRE;6;36;3;61;123037;2898.74;3661.46;2106.51;16274.05;3016;20.45;5;REGIONAL SANTA FELICIDADE;3041636;3
2018;31;VISTA ALEGRE;6;36;0;82;82;2898.74;3661.46;2106.51;16274.05;3016;20.45;5;REGIONAL SANTA FELICIDADE;28270;3
2019;31;VISTA ALEGRE;6;37;2;79;79;2898.74;3661.46;2106.51;16274.05;3016;20.45;5;REGIONAL SANTA FELICIDADE;21187;3
2020;31;VISTA ALEGRE;6;42;7;234;338;2898.74;3661.46;2106.51;16274.05;3016;20.45;5;REGIONAL SANTA FELICIDADE;21187;3
2021;31;VISTA ALEGRE;6;62;0;211;211;2898.74;3661.46;2106.51;16274.05;3016;20.45;5;REGIONAL SANTA FELICIDADE;21187;3
2022;31;VISTA ALEGRE;6;43;3;169;169;2898.74;3661.46;2106.51;16274.05;3016;20.45;5;REGIONAL SANTA FELICIDADE;21187;3
2012;57;XAXIM;33;135;1;1;581468;1532.17;1835.7;1175.59;11442.13;13547;9.39;2;REGIONAL BOQUEIRAO;3806703;3
2013;57;XAXIM;33;147;10;73;700524;1532.17;1835.7;1175.59;11442.13;13547;9.39;2;REGIONAL BOQUEIRAO;4368210;3
2014;57;XAXIM;33;324;14;510;1242638;1532.17;1835.7;1175.59;11442.13;13547;9.39;2;REGIONAL BOQUEIRAO;5010832;3
2015;57;XAXIM;33;310;12;513;1033694;1532.17;1835.7;1175.59;11442.13;13547;9.39;2;REGIONAL BOQUEIRAO;5015334;3
2016;57;XAXIM;33;228;10;380;766080;1532.17;1835.7;1175.59;11442.13;13547;9.39;2;REGIONAL BOQUEIRAO;4908960;3
2017;57;XAXIM;33;186;4;319;643423;1532.17;1835.7;1175.59;11442.13;13547;9.39;2;REGIONAL BOQUEIRAO;4929548;3
2018;57;XAXIM;33;170;6;353;353;1532.17;1835.7;1175.59;11442.13;13547;9.39;2;REGIONAL BOQUEIRAO;26789;3
2019;57;XAXIM;33;159;11;326;326;1532.17;1835.7;1175.59;11442.13;13547;9.39;2;REGIONAL BOQUEIRAO;20564;3
2020;57;XAXIM;33;181;34;903;250;1532.17;1835.7;1175.59;11442.13;13547;9.39;2;REGIONAL BOQUEIRAO;20564;3
2021;57;XAXIM;33;128;39;801;801;1532.17;1835.7;1175.59;11442.13;13547;9.39;2;REGIONAL BOQUEIRAO;20564;3
2022;57;XAXIM;33;127;25;848;848;1532.17;1835.7;1175.59;11442.13;13547;9.39;2;REGIONAL BOQUEIRAO;20564;3
